Review,Rating
"Simple and elegant ambience ,
Polite staff ,
Food was really good ,
Especially the non-veg platter must try theme !
Comfortable seating .
They really make the best and must try cocktails, they just enjoy serving their new trials with cocktails , served as complimentary for me when they tried it and the immediate minute it’s worth an order of it !",2
not received my order fuck off,0
"My second visit to this place. Visited this restaurant once, back in 2016 and was thoroughly disappointed. This visit was better than the last one. Was here for a team lunch with my colleagues, we opted for the buffet.

The ambience of this place is decent. There were some minor issues such as the table we sat on was uneven, there was no salt and pepper on the table, also there were no condiments. Upon requesting, the waiter served us Ketchup and Green chutney. As we sat, the waiters started serving the starters. They included hara bhara kabab, aloo tikki, garlic paneer, tandoori pineapple, crispy corn and Chilly eggs. Tandoori pineapple was a little different and in a good way relief from the barbecued pineapple dish that we often have at other restaurants. Crispy corn, hara bhara kabab and the tikki were also good. The egg dish was average and garlic paneer was below average.

Veg Tom Yum soup was decent. The main course was a bit disappointing. Paneer Butter Masala tasted very bad and the rice dish with the tag name Kashmiri Pulao wasn't actually Kashmiri Pulao. The two other Veg curries tasted average. The desserts consisted only Vanilla ice cream, Gulab Jamun and Moong dal halwa. This was probably the most distasteful Moong dal halwa I've ever eaten.

The service was prompt. But, this place didn't give me any reason to why I should visit again, at least for a buffet. The only way they're different is that they offer complimentary unlimited soft drinks. But I think that is not good enough to keep customers coming back.

I've visited places less than 1Km from this place who charge the same amount and yet have more variety of food. If they can't increase the varieties, they should start serving different/new food compared to others because I'm not visiting again if I can have similar food (and better) somewhere else.

Ambience - 3
Service - 3.5
Taste - 3
Value for money - 3
______________________
Overall - 3

P.S: Apologies for the bad pictures",1
"We have ordered Mutton Galouti, Chholey calzone, Pesto roast vegetables pizza and Penne arrabiata (chicken). The detailed review are as follows:
Mutton Galouti: Enriched with spices, made up of succulent meat. Don't try if you don't like spicy food.
Chholey calzone: A treat to the taste buds. Kulcha pockets filled with chholey.
Pesto roast vegetables pizza: A thin crust pizza with adequate amount of toppings.
Penne arrabiata ( chicken added separately ): Nice cheesy pasta loaded with vegetables and chicken.
Nice ambience and satisfactory service.",2
Dont order anything extra coz they wont deliver,0
"Had lunch along with team , restaurant staff members are not co- operative I terms of managing arrangements pre booked , starters are good , sweets and deserts are not impressive .",1
We are at hyper local for lunch and was really great experience. Had order sahi malai tikka. mushroom. corn pizza. Chicken salad & chicken biryani was amazing the offer was really really amazing and awesome service provid me for Mr.Nitish kumar and good ambiance. And recommend for all and. Will visit again definitely thank u for the great experience,2
waste taste,0
good,1
Great place to hangout....music choice is also better.one can thoroughly enjoy over there..Mr nitish Kumar who was serving as a perfect gentleman.really liked the service..must visit place.,2
"The Maggie masala is put alot in the Maggie, could you please make good Maggie rather than making it very spicy ? The masala makes it too spicy and tastes raw. Please improve on the taste. Thank you for the speedy delivery.",0
"I thought it would be brilliant but found out that it was just good... This is the reason of giving me 3.

Food- We had a buffet. Starters were quite good, crispy corn n Apollo fish being the best of them. But really disappointed and dissatisfied with the main course. It was not at all good. Food was cold n tasteless. Same is the case with the desserts.

Service- Service was very good. They knew how to do their job well.

Ambience- it was good but not that lavish as it appears in the zomato pics. Overall it was good

Food- 3/5
Ambience-3.5/5
Service-4/5",1
Prefect ambience.tasty food.awesome crowd.Nitish kumar served us very well.A must visit place in hyderabad.had a great time here with friend.everything here was just perfect......,2
I ordered a shawarma and I received a rotten shawarma. I don't understand why people do this. It's food. Not any product. If you want to increase the price. Do it. But how can you serve this type of food to anyone. This is completely rotten and even smells very bad. Would never order from you again.,0
I have ordered few non veg combos from here couple of times. They have good varieties of combo. The taste of the good is average. Value for money.,1
Service is good by Nitish..excellent Ambience and testy food..Worth trying all the Beverage.. timely service and politeness by staff..... worth trying this place especially on Saturday,2
It tasted worst. There were no vegetables in vegetable maggi except cabbage and paid extra for cheese which was stinking. Will not recommend nor order again. Waste of money,0
"In spite of what some other reviewers seem to be feeling, I pretty much liked what they sent. I ordered a steamed rice-chilli chicken combo and it was nice, the chicken was delicious, the rice could be a bit more steamed though. Overall, not too bad.",1
Always have good time at hyperlocal. This time served by Nitish and had good service.very polite and recommends best food based on your choice.. good atmosphere,2
"Really bad food. Filled with chilli.

I you hate someone give it to them. They will surely suffer the next day.

They fucked up Maggie. I don't know what kind of cook they have.

Unprofessional, really bad",0
The food is good here...I am looking forward to order more from here... And the food is at reasonable price so anyone can afford it. They deliver ur order in time.,1
"Priced reasonably like all other cafes nearby.
The food was good. Full marks for presentation.
The service was great.
The ambience was good.

All in all, it's a good place to hangout. I'd rate food 3/5 though.
Ambience 4/5.
Location 4/5.",2
Too dry and very less stuffing,0
too many veggies for a non veg box.,1
"Had a great time dining at hyper local. The Non-veg platter, chicken tikka and Assorted wings,were very tasty all food.. Our server for the day, Nitish Kumar was very prompt and friendly.",2
"I've called for their veg as well as chicken fried Maggie a hundred of times just because it is so delicious and has a different taste from all the other Maggie places around. However, 2 days back when I ordered the food, it tasted the same but it had a peculiar smell which has never been there. I took two bites and just left it, those bites created a havoc for me the entire night. It left me with a very bad stomach pain I've never experienced before. Honestly I didn't even expect that it would create such a mess. People always say, avoid street side food which are close to vehicles and all, but this place never disappointed me except for this particular order. So I guess never risking my stomach again. Going to miss that Maggie so much 😷",0
"We ordered chilly potato and chicken noodles. Both were disappointing. The chilly potato tasted like raw potatoes being forcefully dipped in tomato sauce.

The noodles were totally tasteless and we had to add spices to make it taste better. Worst of all it had no salt.

Not recommended.",1
I went there two times both for lunch.. first time food was very tasty and service was great but second time there was a little rush which detoriated the quality of food and service both a little bit. But overall nice place and a must visit,2
"I’m a frequent customer here! Just wanted to share this while I ordered A chicken Maggie today, instead of chicken I received marinated fried maida balls(majority of it) which looked like Chicken!",0
"This place has never disappointed me, a go-to restaurant at any time.When you want to give some standard benchmark for a Egg fried rice or its combo with any starter,this place will be on top of my mind.Only negative is they have options for spicy,curdy and ....which they will consider before cooking.Can improve on this.",1
Nice and friendly place. Food was tasty and delicious. Service was very slow. Not able to manage for a bigger crowd of 15 people. Overall a decent place for food.,2
"I used to really love this place and food!! The problem is with how the zomato deliveryman assigned to deliver my food, didn't deliver my food. My order was paid online and he took my order for himself. He turned off his phone and didn't answer!. Even zomato didn't update me about the follow-up. I never got my food.Just the money was refunded, that's all! But is this what you get when you really need to eat and wait like hell,but get nothing!!This is really frustrating!! I don't know why zomato is ruining it's own reputation!.",0
"The rice is not well steamed and is hard. Did not expect this quality of rice to be delivered, else chicken and the gravy was perfect and the sourness is just perfect.",1
"This place is within the SLN mall in Gachibowli. We took the outdoor seating, the ambience is fantastic. Had couple of bears with fries, chilli paneer, dahi kabab and spring rolls. The chilli paneer was very tasty , kabab a bit sweet for my taste buds. I feel the good options can be increased, overall good experience.",2
I have ordered Double Egg and Double Chicken Maggie. I think this is a single egg with chicken less Meggie.I didn't feel the teast of chicken.Very less egg and chicken quantity they packed.,0
"Ordered Potato combo of noodels .It was good but as earlier the packing is not good. No seal and some food came out of box while I opened.

Cimmincated to zomato paid 20 credits but don't know what was it about.",1
The ambinece is Greet for a weekends night party the outdoor siating the Food is Greet verry fraindly staf thanks Roshan coming agen and agen,2
not warm,0
"ordered chilli paneer with egg fried rice combo, paneer was good, but egg fried rice taste is just okay. Remaining strarters gobi manchurain and baby corn manchurian are average. They should improve in starters..",1
The ambience is great for a weekend night party. The outdoor seating view is super. Staff is friendly and very interesting dishes to choose from. The tacos are the best on the menu. Do try.,2
maggy was disaster,0
not so good. I asked for spicy and Curdy but received a one with regular taste. this this this this this this this this this this this this.,1
"Best place to party
Pro
1.tastey food
2. Pizza especially chicken tikka pizza was best . The crust and the toppings are great.
3. BIRA is available
4. The bartender's bartending skill and dance is awesome
5. Overall Experience was good.
Cons
1. No dance floor
2. The space itself is bit congested .
3. We went for 1+1 buffet offers with gold but it was not there despite the offer being shown in Zomato.",2
gave cheese instead of chicken,0
I like the combos they offer and the quality and quantity of food and the way they send it across. Have ordered multiple times and the combos were never disappointing. This place serves rhe best quick food and ready food. Chinese combos are must try here when you want a quick meal during office hours or on a lazy weekend.,1
So quit place nice food butter chicken momos mutton Shrek Kabab pasta verry fast service verry fraindly staf thanks Roshan coming agen and agen,2
Not good and fresh. I was thinking to have happy meal but disappointed now. Hope to have tasty Maggi. Maggi is sticky and fried Maggi is also not good.,0
"Ordered item: chilli baby corn with double egg noodles
Taste: It's neither too good nor bad...noodles is average and chilli baby corn is not spicy...overall taste is just ok
Quantity:I have ordered large box and its is sufficient for one person
Packing:As you can see in the images....packing is very good...especially the plastic forks i didn't liked to throw them away after usage...
Delivery: Ordered through zomato on sunday and delivery time is around 40 mins.",1
This is a quite happening place with good food and perfect ambience with the added outer seating.Menu options are limited but the taste is very good.You should have a prior reservation in case if you are too many people.It has good music along with a teeny tiny dance floor.,2
"Ordered through Zomato for two dishes maggi's with chicken. There was hardly any chicken at all. Wonder how it's double chicken. Moreover, quality wasn't good either.",0
A little bland for my liking.,1
Lovely place with decent ambience. The food is really good. One of the best service in the city in hyper local Roshan was really amazing. Overall I have an awesome experience. Good team and l will visit again,2
the quantity is very less..,0
just ok ok,1
Undoubtedly the best place to have ice creams nowadays is Cream stone. Near to DLF and many hostels. Polite staff and friendly. Always crowded 😄,2
"As this Maggi point located at a demanding place, they least bothered about the food ordered online and send us the poor quality food . Better not to order online and do if you wanna waste your money.",0
avarage taste,1
Always love to swiggy this food. Nutella brownie and ferrero rocher is amazing. Well packaged and well sent. No issues till date except i gain weight. A bit fan.,2
waste they prepared food before Maggi was noo taste waste of money I ordered double egg chicken Maggi but I think they put half egg only too worst,0
"Bakery items in the bread section are tasty. Croissants, bagels etc. Muffins are dense in texture and the icing is overly sweet. Definitely can improve on those. Not recommended for strong coffee seekers. If you want coffee coloured sweet milk beverages, then you can give it a try.",1
"The staff was polite and friendly. The quality has been Upto the mark at creamstone from the beginning.


The taste of the ice cream was also amazing and so was the ambience but it was a little crowded than expected but it was worth the visit.

Keep it up creamstone gachibowli",2
chicken Maggie doesn't have any chicken...it is like veg Maggie...without masala,0
"So I’ve been to this place with a couple of friends for breakfast, so I’d say that their bakery items are out of the world. Freshly baked and you can see the chefs preparing them through a transparent glass.
Breakfast wasn’t great, would give it a 2/5
They use their own recipes and sauces.
Also, most importantly it’s a big hole to your pocket. Very expensive. So watch out",1
"Twisted Mango, Mango famous within summer season. This summer you had Mango or not? Guys you should taste this mango flavor. I am sure mango lover will like this.",2
"It seems like they have sent the Maggie which was prepared 2 hrs back..
Not even hot.
The cheese was added which did not even melt..

Very bad experience through zomato",0
"This place serves frozen food mostly. They just reheat the food and give it you.
Liked the cinnamon roll over there.
We ordered Pasta and it was just fine.
And yeah it is expensive.",1
"I had Death by Chocolate from here. I can’t find words to describe it. It was so good.

Taste 5/5
Amount 5/5 It will be hard to finish by only one person.

I already had three times by now and having more.

Recommended.",2
waste fellow,0
"Just happened to be here today. Coffees are a try out. Caramel and hazelnut latte are good. Vanilla latte is average.
Coming to starters fish and chips can be tried out. Shepard's pie seems good but is costly. Chicken quiche is not good at all. Don't try.
Desserts are good specially croissants.",1
Just because of a silly reason your customer care executives are talking about rules and ruthlessly saying customer has to bear the costs for uber mistake.,2
"Ordered veg cheese Maggi. Could never expect a simple dish as Maggi to be bland, over-cooked and tasteless. Better to cook at home than order.",0
"Situated at one of the prime locations, éclat was an average experience. Ambience is good and service was decent (guess they did not have many servers on that day). The dessert we ordered was good but the chicken steak and burger were made of frozen chicken which was extremely chewy. Beverages were decent. Had heard a lot about the place but overall would rate it as just 3.",1
"Staff is very polite and helpful.
Services provided is simply amazing.
Decor is comfortable.
The menu contains variety of flavours and each one of them has unique taste to offer.
Prices are pretty decent.

Do try their Tiramisu Chocolate & Hot Choco Fudge. I wish if they served more quantity in the same price.",2
I didnt say to include cheese but they did here. .I didnt liked it .,0
"Staffs were polite.
Cafe is cute and small. Very cozy and comfy. Good for catching up with friends and date sort of.
A little over price.
Could have better food menu.",1
"Had the best of icreams at #creamstone🍨. We went there around 2 in the morning. .
They have different flavours to pic from. We had alfanso, fruit exotica and ferrero rocher. Exquisite desserts with unique taste. I loved the alphanso. They chopped these mangos over the yummy icecream.
Highly recommended. 😇",2
A very bad experience ever. The delivery guy kept me waiting for more than an hour and yet no response came from the guy or from the chat support. Dnt ever go for this if u r starving. Not even a 1 star actually.,0
"Went there on a Sunday evening with the intention of having just a coffee and relax - as you do in a cafe. This review is not going to be about the food taste and quality and ambiance (which is good as reviewed by numerous others) but a different thing which bothered me once I started going through the menu - how expensive the place is! I have been to swanky places in 5 star hotels, but they are expensive because they are IN 5 star hotels. This place is at an ordinary location with very ordinary ambiance. Could never figure why my coffee was 300 bucks and the cheese cake slice 400.
Taste - 4 stars
Value For Money - 2 star
Overall - 3 stars",1
Willy Wonka is my favourite. It is so Delicious and so chocolatey. The taste is so good and the choco chips are so crunchy. And the Brownie is so good. Totally it is Fab,2
my food had extra money for cheese and other thing but has not been delivered this is not good,0
"I had visited this place on a week day. We ordered red sauce pasta and lemon drizzle. It was good, but the taste was not extraordinary, i felt this place overly priced. The cafe says that it uses all kind of organic veggies and cheese, but i felt the price they were charging was exhorbant.",1
"This place is heaven for ice cream lovers... Used to visit this place Everytime after having biryani in paradise... 🤪.. Best part abt them is, they prepare orders on stone counter only so u see things live happening...",2
"Worst egg Maggie ever!!!
Egg was burnt; getting foul or burnt smell from Maggie!!! Can't take any risk to order from this place again!!! Very disappointed!",0
"Cafe eclat has lot of variety and their white sauce pasta is delicious. But majority of the food lacks taste, french fries lack seasoning and sandwiches are dry. Moreover, i find the place way expensive for the experience offered. I would recommend to go here for cold coffee or chocolate shake.",1
"It's summer try to grab this delicious Alphonso mango Icecream..I loved it💯
I thoroughly enjoyed having this one. This is to all the mango lovers out there😋",2
not good,0
"Enjoyed the Mushroom & spinach sandwich, felt that it could have had more flavours to it. Chicken pasta was also ok and the side bread tasted good. Liked their idea of serving water in colourful glass bottles. Location is amazing and ambience is nice being a small cozy place to enjoy quiet meals with your family & friends.",1
I ordered death by chocolate ice cream and as expected the taste was awesome and the best part was the delivery packing it was so nice that ice cream did not melt a bit also. Overall a good experience.,2
I got top ramen instead maggie ... I ordered double egg double chicken fried maggie and i got top ramen and that to not at all fried. A big DISAPPOINTMENT..,0
Its a decent place to have breakfast but i would rather say V.Expensive. We ordered Spanish Omelette which was not value for money. Belgian Waffles were Amazing which made us happy. But i would say an Expensive place to hv breakfast.,1
"The ice cream is really good, the ambiance is cute and the staff is courteous, no complaints as such. I like my ice cream to be a little subtle sweet but would highly recommend this to all the ice cream lovers.",2
"Not recommended.
The food is bad.. very bad, the bread is stale and then icing on the cake is the packaging!
This is the kind of food they send, wrapping up in tissues!!",0
"As I entered I feel in love with the ambience , small but very well maintained place
Service was quick and the food tasted average
But felt overall it is overpriced as the food is offered in less quantity",1
"Do I have to write something about this? Ofcourse, all of us love it. I especially love their Alphonso mango 😋. Really like their nutella brownie as well.",2
taste was too bad... it was Maggie or curry I really doubt... it was a waste of money..,0
I thought this place was extremely overpriced for the taste and portions. Very small portions and not so great taste. Could have been much better! Although the presentation was good.,1
I liked the way they present and the staff were all ladies who prepared the order. Ice cream was too good that I felt better than naturals at that time. I ordered fresh fruits and nuts and it was amazing.,2
Food was not hot,0
"Modified the rating after the second visit since there were no salads and there apple walnut Danish had more raisins than apples :( I was told that everything on their menu is out of season.

The salads here are some of the best I have eaten in Hyderabad. Unassuming place with great food, especially bakery products. Their apple walnut Danish pastry is entirely out of the world!!",1
"Rich taste. Exotic flavours !!

It’s my favourite place for desserts and birthday cakes

Would definitely recommend everyone to try their ice cream cakes !!",2
"I ordered corn fry magi which came overfried 😢 and the other order double egg and double chicken magi is also not that good...😭.
I never thought I would write such review.",0
"The spread here looked amazing when we walked in and their promise of all FRESH ingredients made us drool. But we were in for huge disappointments.
They have too vast a menu for them to handle. Nothing that we ordered off the display was remotely fresh. In fact the Mocha caramel cake slice and the cream doughnut were sooo hard that they seemed to have been made at least a week ago.
We ordered their self-recommended Peruvian grilled chicken dish and after waiting for 15 mins were shocked to find a plate in front of us with just 2 small chicken drumsticks paired with 3 different salty sauces. The plate had barely 2 bites of chicken, but sauces that could easily accompany a full chicken!! This, at a cost of Rs. 280, was completely unreasonable for me.
The chicken and mushroom soup was good, but the bread accompanying it was again hard and stretchy enough to have been made a whole week ago!!
Coffee was ok, pretty much standard as everywhere else.
All in all, hugely disappointed with the promises of ""FRESH"" and a complete burn on my pocket with unjustified pricing.",1
"Very good concept and unique flavours ! My personal favourite is fruit exotica and tiramisu , would certainly again and again just to have these two flavours.

Eagerly waiting for season special Alphonso ice cream !",2
More spicy cannot eat,0
It's a little expensive place I feel. coffee was normal nothing great about it. But blueberry cheese cake was different and good. If u visit the place then their cheese cake is a must try.,1
"I've had a number of ice creams here, and all the time they're different flavours, but nothing can beat their forever amazing brownie break. Absolutely love it.",2
maggie is cold by the time it reached me..,0
"Went for lunch buffet,little disappointed with the spread, at this cost expect little more options. Taste was okay some of the items were good others were ok ok.

Overall 3/5
Ambience 4/5
Food 3.5/5
Value for money 2/5",1
"When you’re craving ice cream and a burst of fresh fruit and nutty flavours, Cream stone is my go to. I always order the green apple ice cream with nuts but when I placed an online order that wasn’t available. So I picked the fruit and nut overload and it was heavenly. The rich texture if the ice cream combined with the fresh nuts is a delight. Cream stone can never go wrong!
Taste: 5/5
Service: 5/5",2
the worst ever,0
My experience was not great on women's day. Too crowded maybe because of the discount and it was totally mismanaged. The desserts were of the same kind and all in pink.... Though the staff was courteous and made us sit in no time.,1
Had their nutella brownie ice cream in a cup. Great tasting. It got delivered with proper packaging and dry ice. Great to the taste. Just wish they were priced bit lower :) Will definitely try their other offerings.,2
The delivery is fast.I think they didnt prepared it freshly...the corn fried maggi is already made and it was dry.It was very very spicy.I could not able to eat it fully.I threw it in the dustbin.doesnt want to give any star at all.the worst zomato order ever.😤😡😡,0
"I went here for a team dinner. We opted got Buffet. There is definitely a great variety on the menu but I did not like the food much. It was just okay. As you would expect delicious and ravishing meals from Sheraton, that was not the case here. Ambience is definitely 10/10. Maybe go for a la carte instead of Buffet. Unfortunately I do not have any pictures.",1
Basically i Hail from kolkata...my in-law gave a treat at this plc...just fell in love with this plc...eagerly waiting for opening their outlet in kolkata....,2
"maggie is completely burnt. taste is worst. i didn like it at all. worst experience ever. will never order in maggie point.

worst maggie ever ate.",0
"Good food. Nice hospitality. Beautiful ambience, but not anything extra ordinary or out of this world. prices are a little higher as per the hotel standards. But overall experience was descent.",1
Its a awsm experience...i just love creamstone's ice cream..very fast delivery nd never delayed me order....i wish it will remain same..ice creams are so tasty and once someone order frm here am damn sure they never think to go to another icecream shop to eat icecream.,2
"Food worst taste and please dont order from here as well as from zomato. I orderd double egg and double chicken maggie, but they kept half egg and the taste is worst worst worst",0
"Went for Christmas Buffet Lunch. We were 4 of us. The staff were very friendly, courteous and cooperative. 5/5 for the service. But the food was very very disappointing. The starters were unmentionable. The chat counter, Palak Chaat was good but kanji Vada was pathetic. In Italian, we asked him to serve us ravioli, which was very hard and the worst we have had. The saving grace was the Indian counter. The curries, Biryani, bread etc. were all good. I think the restaurant should stick to Indian and not venture into other cuisines till they are better prepared to do so.",1
My fav past time and this is mine nd my bestie’s favourite place to chill out. I do order any tine required and their delivery packaging is even quite good. Best part is it is opened till 1 am,2
I had the worst experience with the food and the service.Food is not great and the service took so long.The place is not totally air-conditioned and the staff is a bit rude to customers.,0
"Sheraton is one of the best hotels in Hyderabad but their restaurant fails to match the expectations.
I have come here twice for the Buffet and the only good thing was some desserts.They have very few options in Vegetarian starters.Pizza is not of the best quality whole pasta is good.
Their desserts looks mind-blowing but only few of them are actually very good.

Ambiance is pretty amazing but it's not the worth the price you pay for the kind of food you get here.",1
"Good place to order ice cream
#hyderabad #iceCream #lovers #milksheaks #lovers #try #it #from #hrere .. where The Cream Stone Gachibowli hyderabad",2
"*IF YOU ARE READING THIS, AND SITLL GOING TO THIS PLACE - EITHER YOU WORK THERE OR YOU ARE DU#B*
*I STRONGLY DISCOURAGE FAMILIES WITH KIDS FROM VISITING THIS PLACE*

*WRITING THIS REVIEW WITHIN 10 HOURS OF VISITING THIS PLACE*

Wish I could give a negative rating. This place is ridiculously lazy. No this review is not about food, cost or ambience. This is about people and their mindset.

810pm: four of us including two kids aged kids aged 2 and 7 step in

815pm: another large party and a couple of other families check-in

820pm: menu card was give to us

830pm: someone walked over to take the order but not before taking orders for other two parties (thug life!). We order Veg Biriyani, two rotis and Kadai Paneer

845pm: remind them about the order; said we need a couple of minutes

845pm: other groups already served food

850pm: remind them about the order; informed it will take another couple of minutes. My two year old son already started crying for food; elder daughter clearly getting irritated

855pm: again informed it will take a couple of minutes. i said I will walk out if food doesnt come in 30s.

856pm: our family walks out in front of the staff. Staff doesnt make the slightest attempt to stop us

The last part obviously indicates they havent started the preparation yet. So no loss in letting us leave.

The sheer apathy of staff was quite overwhelming. I can understand being profit centric and your obvious need to serve a bigger party. But with two hungry kids kept waiting for more than 45 min at your place without any food being offered smacks of apathy and insensitivity (after being reminded about it). And in this time and age of digital pervasiveness, beign careless about it is inviting trouble.",0
"Ordered Paneer Masala Curry and Butter Naan through Zomato. Delivery was quick and packaging was perfect.
Paneer masala was little bit spicy and tasted ok, paneer pieces in curry were less though. Butter Naan was soft, liked it.
Had also tried Chicken Biryani from this place, taste was ok. Biryani rice was flavourful but the rice was little undercooked.",1
"Great taste, Nice quality, Affordable prices, Effective varities, plus Zomato on time delivery. I order here almost daily. Only problem with this place is Caution : you will get addicted for sure.",2
Food is really very disappointing. Kheema pulao had many chicken pieces and rice was cooked very bad. Even kheema was not prepared well.awful experience,0
"Pocket friendly, sumptuous and decent quality.

This place is my goto for late night deliveries. Their Kaju Biryani is a personal favorite.

Well flavoured rice with a generous helping of cashews fried in butter, this one is comfort at its best.

Their other options are good too and the helping is perfect for two.",1
If you are an ice-cream lover you might have already been here. Cream stone is one of the best places to get many variety flavoured ice-creams at anytime.,2
"We booked for 40 people for an office party and it was a complete chaos. Some south indian festival was going on in the restaurant, so the expectations were little high but a complete let down. Firstly, they had not planned properly to manage 40 plus people. Some people who arrived first got the privilege of getting welcome drink and I arrived 10 mins late, and simply didn't get it. For starters also, some privileged ones got served with only few of the varieties as per the menu. Our of frustration, people started with main course and in between starters were being served. What a big mess it was. The complete team of 40 was disappointed.",0
boneless chicken looked like chicken manchuria not exactly boneless,1
"I used to crave for the place before I visit, and now it seems the waiting was worthy. In each bite I can feel the delicacy. But we had full stomach when we ordered fruit overloaded and chocolava. But I would suggest for one for two people.",2
"I came here 1 hour back . It took them 15 mins to find a table for me. And then the waiter comes and tells half the menu is not available. Hmm...I have already wasted 25 mins time.. so ordered what was available...

Now I am still waiting for the food...

If you are hungry please don't visit this restaurant",0
"I had ordered thrice from here and each time the Chicken Dum Biryani was mind-blowing! Superb taste and with two pieces of leg pieces most of the times, it's total value for money!! But unfortunately I was going to order it again and see that they have removed that Chicken Dum Biryani from the menu..😒 That's bad! I really wish they put it again so that I can order it again...",1
Awesome ice cream shop. Had waffle nutcracker and lichi lake. Would recommend to all. Taste was good and quite budget friendly. Try out magic pops if you have not tried before.,2
"We have ordered Paneer Manchurian but all pieces of paneer are very hard to bite struggled alot, got irritated that's why we won't prefer this to anyone",0
"not tasty, too sweet",1
"Though busy but an awesome place to hang out. Grab some delicious combinations of chocolate & Nutty ice-creams, shakes, waffles and you could probably have the best ice-creams to satisfy your cravings.",2
"Had been here to taste authentic andhra/telangana Cuisine. 
Tried the Cashew chicken starter and the Prawn biriyani. 

The starter was nothing but boneless chicken fried in some bland batter with fried cashew stuck to it. It looked like some home made beginner dish. It was really dry. The server even forgot to give me chutney with it. 

The only thing andhra about the biriyani was the spice level. It was above normal levels. Otherwise no special flavour. The dish didnt have enough salt , which we added later, OURSELF. 
There was some birthday party going on, because of which each dish took an hour to get to us. 

After all this hassle, they give  us complimentary gulab jamun from the buffet which was nowhere a compensation for the bad experience or for the price we paid. 

I am just hoping this isnt the real telangana cuisine which it is famous for and I was just at the wrong place.",0
Loved the food.,1
"One of my favourite cream stone. Loved the taste with brownie ""Chocovala"". I was completely satisfied with the Chocovala . I will suggest this to my friends, they can also enjoy this same feeling.",2
"*Writing this review as soon as I got out of the restaurant*
From the beginning itself the restaurant caught my bad impression and bad experience. Left right after starters. I wouldn't even care to rate it one star. One of worst restaurants to dine-in. I think it'll be good experience for corporate lunches or dinners because the more the people the more the💰💰💰
After reaching at 2 PM there was no receptionist. After the receptionist finally came they made us wait for more than 20 minutes to find and set up the table for just 2 people. It was very clear that the tables just needed plates to be arranged. That's it. A piece of advise to y'all: if you see any restaurant taking this long without any valid reason then please get outta there. Neither proper AC chambers nor proper cooling. It was HOT. Thanks POT POURRI for understanding and making our dining uncomfortable😒. After we sat they took extremely long time and then cared to ask if we're opting for veg or non-veg. By this time I was already wondering if they thought we're idiots and they can just make us wait and treat however they want, I just realised that it was true.
After soup and buttermilk starters were served PAINFULLY SLOW. It took MORE THAN AN HOUR FOR THEM TO FINISH SERVING JUST 6 STARTERS. Were they kidding me?? They wasted my precious time and this isn't what a customer wants. If you can't give importance to our time then we better eat elsewhere. We had to school the waiters regarding their service, then we spoke to their leader(I guess) and he also gave the same old typical answer ""sorry. I'll just get that served for you"". We don't want no sorry. You can't placate us with sorry for our time, hard work and money spent. After seeing no improvement we finally had to speak to the manager as listen to ""sorrys"". I decided to leave the restaurant. After all this HE HAD THE AUDACITY TO CHARGE US THE COMPLETE BILL. It was 1100. It wasn't even worth it even if we had the whole menu. After arguing he decided to give 10% discount which in his case made a hole in his pocket as as if it would make it up for the experience we had😒. Wouldn't suggest nor would even like to think about this restaurant.
Starters: I found the starters to be normal good in quality. Not very impressive nor was menu standing out. If you pay 100-200 more you'll be getting much better restaurant in many aspects especially in terms of food.
1. Soup: we were served chicken soup. It wasn't impressive. It was fine.
2. Buttermilk under drinks: it was tasty.
3. Chicken tikka: it was ok. It was hard, sometimes soft.
4. Ajwani paneer tikka: it was very good in taste.
5. Kodi vepudu: it was chicken with common known marination. I mean it felt like typical Indian curry. It was just good.
6. Fried veg green chilli: it was just ok in taste. Couldn't make out if it's actually chilly.
7. Corn fried fish: it was fish coated with corn flakes which was giving nice honey taste. Probably this is the only best thing there.
8. Crispy corn: corn was crispy as expected and tasted good.
Main course: I found it to be typically common. Nothing new if you've been to buffets before.
Accompaniments were regular papad, curd, naan, roti.
Desserts: not much varieties. What's there is menu is served.
Ambience: I don't care about ambience as long as food is good and my patience isn't tested.",0
very OILly inspite of saying put less oil but good quantity,1
#Masti time helped a lot ... Refreshing memories #Office time best choice for the ice cream shops nearby Gachibowli ! Do try Death by Chocolate 😋😋,2
"They took the reservation before 4 days for buffet. But when we reached there, they are saying there is no reservation on that name and we have no buffet today. They wasted our time and response is not at all proper.",0
This tempteys is just near dlf building I drank choco brownie its yum to drink its orea n brownie mixture and its around 189rs.my friend drank mango shake its having essence taste rather than mango taste and it is around 145rs.i expected mangoes but no mangoes are their in that shake and its little disappointing.They write some note on the sticky notes and stick it to the wall.The ambience is good and enough space for parking too.,1
"As we all know that cream stone is a good place for hangout and it's quite famous for best ice cream.

I love this place and I was in my office so we are thinking to order but again we decided to go there and have fun.

So me and my friends was started our trip and it was a fun while reaching there.

We reach there and have some stone ice cream it was a really good concept of making ice cream on stone and it was a perfect way to make because I have seen many place of making stone ice cream but it was totally different and perfect way .

We enjoyed our night at cream stone and it was really good time with my friend at cream stone.",2
Except for service and the starters to some extent nothing was good at this place we tried the buffet and after starters nothing was worth eating and I successfully wasted Rs.649 .I hope they improve it when I visit the next time.,0
"Ordered potato wedges, and I found them very tasty and crispy🤗 served with salsa sauce and mayo, althought I beleive that packaging can be improved a lot.",1
